#Transcript	Protein	Gene	Gene Description	Structural Category	Coding	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
PB.10153.2	Protein_PB.10153.2	JAG1	JAG1	full-splice_match	YES	44.79	60.32	41.34
PB.10153.3	Protein_PB.10153.3	JAG1	JAG1	incomplete-splice_match	YES	12.35	5.41	26.67
PB.10154.2		MKKS	MKKS	incomplete-splice_match	NO	69.49	90.0	87.78
PB.10154.3	Protein_PB.10154.3	MKKS	MKKS	full-splice_match	YES	31.1	37.92	20.25
PB.10154.5	Protein_PB.10154.5	MKKS	MKKS	novel_not_in_catalog	YES	38.16	32.18	34.61
PB.10154.6	Protein_PB.10154.6	MKKS	MKKS	full-splice_match	YES	28.85	20.46	21.07
PB.10154.7	Protein_PB.10154.7	MKKS	MKKS	incomplete-splice_match	YES	47.28	34.05	25.31
PB.10160.1	Protein_PB.10160.1	TMX4	TMX4	full-splice_match	YES	355.07	380.12	342.11
PB.10161.1	Protein_PB.10161.1	HAO1	HAO1	novel_not_in_catalog	YES	29.77	24.22	13.99
PB.10161.2	Protein_PB.10161.2	HAO1	HAO1	novel_not_in_catalog	YES	353.59	431.52	403.03
PB.10161.3	Protein_PB.10161.3	HAO1	HAO1	full-splice_match	YES	1158.04	1347.88	1112.17
PB.10161.4	Protein_PB.10161.4	HAO1	HAO1	incomplete-splice_match	YES	1309.25	1644.25	1256.1
PB.10166.1	Protein_PB.10166.1	TRMT6	TRMT6	novel_in_catalog	YES	17.32	23.7	30.6
PB.10166.3	Protein_PB.10166.3	TRMT6	TRMT6	incomplete-splice_match	YES	32.22	34.85	41.26
PB.10168.1	Protein_PB.10168.1	GPCPD1	GPCPD1	novel_not_in_catalog	YES	29.18	50.44	23.79
PB.10168.2	Protein_PB.10168.2	GPCPD1	GPCPD1	incomplete-splice_match	YES	276.09	261.68	201.01
PB.10168.3	Protein_PB.10168.3	GPCPD1	GPCPD1	full-splice_match	YES	399.59	364.71	285.61
PB.10168.4	Protein_PB.10168.4	GPCPD1	GPCPD1	novel_not_in_catalog	YES	43.52	42.87	70.64
PB.10168.5	Protein_PB.10168.5	GPCPD1	GPCPD1	incomplete-splice_match	YES	23.83	29.29	6.95
PB.10170.4	Protein_PB.10170.4	PCNA	PCNA	novel_in_catalog	YES	18.49	12.64	18.88
PB.10170.5	Protein_PB.10170.5	PCNA	PCNA	full-splice_match	YES	72.95	74.71	54.98
PB.10171.10	Protein_PB.10171.10	TMEM230	TMEM230	novel_in_catalog	YES	14.71	21.83	25.74
PB.10171.13	Protein_PB.10171.13	TMEM230	TMEM230	full-splice_match	YES	5.13	22.37	11.82
PB.10171.2	Protein_PB.10171.2	TMEM230	TMEM230	full-splice_match	YES	212.77	238.95	219.2
PB.10171.7		TMEM230	TMEM230	novel_not_in_catalog	NO	55.33	52.76	59.22
PB.10171.8		TMEM230	TMEM230	novel_in_catalog	NO	13.28	12.57	25.72
PB.10172.1	Protein_PB.10172.1	SLC23A2	SLC23A2	full-splice_match	YES	186.69	164.45	65.88
PB.10172.2	Protein_PB.10172.2	SLC23A2	SLC23A2	full-splice_match	YES	20.72	23.2	13.45
PB.10172.4	Protein_PB.10172.4	SLC23A2	SLC23A2	novel_not_in_catalog	YES	85.72	78.99	24.5
PB.10172.5	Protein_PB.10172.5	SLC23A2	SLC23A2	full-splice_match	YES	70.13	93.1	63.57
PB.10174.2	Protein_PB.10174.2	RASSF2	RASSF2	novel_not_in_catalog	YES	27.75	6.1	26.5
PB.10175.1		novelGene_1142	novelGene_1142	intergenic	NO	18.75	12.23	15.84
PB.10181.4	Protein_PB.10181.4	RNF24	RNF24	full-splice_match	YES	39.96	38.94	40.4
PB.10183.1	Protein_PB.10183.1	CENPB	CENPB	full-splice_match	YES	126.48	124.85	123.88
PB.10185.1	Protein_PB.10185.1	CUNH20orf27	CUNH20orf27	full-splice_match	YES	61.35	51.41	42.06
PB.10185.2	Protein_PB.10185.2	CUNH20orf27	CUNH20orf27	incomplete-splice_match	YES	23.86	14.5	14.7
PB.10185.4	Protein_PB.10185.4	CUNH20orf27	CUNH20orf27	full-splice_match	YES	84.06	80.21	68.67
PB.10187.1	Protein_PB.10187.1	SIGLEC1	SIGLEC1	full-splice_match	YES	232.57	195.21	103.16
PB.10188.14		ADAM33	ADAM33	incomplete-splice_match	NO	102.34	95.33	69.16
PB.10190.1		LOC113258395	LOC113258395	full-splice_match	NO	268.82	270.15	395.06
PB.10190.2		LOC113258395	LOC113258395	full-splice_match	NO	64.94	69.83	91.87
PB.10191.1	Protein_PB.10191.1	CUNH20orf194	CUNH20orf194	full-splice_match	YES	320.51	324.6	297.44
PB.10191.2	Protein_PB.10191.2	CUNH20orf194	CUNH20orf194	novel_not_in_catalog	YES	156.96	174.42	131.98
PB.10193.1	Protein_PB.10193.1	DDRGK1	DDRGK1	full-splice_match	YES	275.15	258.41	230.64
PB.10193.2	Protein_PB.10193.2	DDRGK1	DDRGK1	novel_in_catalog	YES	13.32	15.34	28.6
PB.10193.3	Protein_PB.10193.3	DDRGK1	DDRGK1	novel_in_catalog	YES	41.93	29.75	41.3
PB.10193.4	Protein_PB.10193.4	DDRGK1	DDRGK1	novel_in_catalog	YES	23.38	22.84	17.25
PB.10194.1	Protein_PB.10194.1	LZTS3	LZTS3	full-splice_match	YES	90.94	75.66	80.28
PB.10194.2	Protein_PB.10194.2	LZTS3	LZTS3	full-splice_match	YES	14.32	9.47	7.92
PB.10194.3	Protein_PB.10194.3	LZTS3	LZTS3	full-splice_match	YES	24.89	17.52	17.88
PB.10195.2	Protein_PB.10195.2	UBOX5	UBOX5	incomplete-splice_match	YES	4.12	3.04	14.66
PB.10195.3	Protein_PB.10195.3	UBOX5	UBOX5	full-splice_match	YES	24.2	20.25	18.63
PB.10195.4	Protein_PB.10195.4	FASTKD5	FASTKD5	full-splice_match	YES	93.25	112.33	70.11
PB.10195.6	Protein_PB.10195.6	UBOX5	UBOX5	incomplete-splice_match	YES	15.5	11.47	5.87
PB.10195.8	Protein_PB.10195.8	FASTKD5	FASTKD5	full-splice_match	YES	29.87	29.26	37.91
PB.10197.1	Protein_PB.10197.1	PCED1A	PCED1A	full-splice_match	YES	16.07	3.19	14.4
PB.10197.2	Protein_PB.10197.2	PCED1A	PCED1A	full-splice_match	YES	66.61	62.98	45.41
PB.10197.3	Protein_PB.10197.3	PCED1A	PCED1A	incomplete-splice_match	YES	6.03	6.85	22.27
PB.102.1	Protein_PB.102.1	CFAP298	CFAP298	full-splice_match	YES	68.73	76.7	56.6
PB.10201.1	Protein_PB.10201.1	IDH3B	IDH3B	full-splice_match	YES	161.26	222.52	150.88
PB.10201.19	Protein_PB.10201.19	IDH3B	IDH3B	novel_not_in_catalog	YES	94.07	67.73	31.46
PB.10201.21	Protein_PB.10201.21	IDH3B	IDH3B	full-splice_match	YES	18.48	36.95	14.67
PB.10201.25	Protein_PB.10201.25	IDH3B	IDH3B	full-splice_match	YES	15.84	4.72	15.27
PB.10201.31	Protein_PB.10201.31	IDH3B	IDH3B	novel_in_catalog	YES	23.1	8.17	7.88
PB.10201.32	Protein_PB.10201.32	IDH3B	IDH3B	full-splice_match	YES	315.71	298.18	212.25
PB.10203.1	Protein_PB.10203.1	SNRPB	SNRPB	full-splice_match	YES	134.55	159.94	140.91
PB.10203.3	Protein_PB.10203.3	SNRPB	SNRPB	novel_in_catalog	YES	18.68	20.52	17.31
PB.10203.5		SNRPB	SNRPB	novel_in_catalog	NO	17.58	18.9	21.45
PB.10203.6	Protein_PB.10203.6	SNRPB	SNRPB	novel_not_in_catalog	YES	17.19	18.67	6.6
PB.10209.5	Protein_PB.10209.5	LOC113258421	LOC113258421	full-splice_match	YES	16.3	16.96	20.48
PB.10210.1	Protein_PB.10210.1	LOC113258423	LOC113258423	incomplete-splice_match	YES	14.03	17.4	4.68
PB.10211.1	Protein_PB.10211.1	NSFL1C	NSFL1C	full-splice_match	YES	165.04	171.63	234.49
PB.10211.2	Protein_PB.10211.2	NSFL1C	NSFL1C	full-splice_match	YES	62.71	57.76	68.96
PB.10212.1	Protein_PB.10212.1	FKBP1A	FKBP1A	novel_in_catalog	YES	21.38	26.11	23.78
PB.10212.2	Protein_PB.10212.2	FKBP1A	FKBP1A	full-splice_match	YES	285.94	226.18	372.25
PB.10212.3	Protein_PB.10212.3	FKBP1A	FKBP1A	incomplete-splice_match	YES	45.28	31.83	63.01
PB.10212.5	Protein_PB.10212.5	FKBP1A	FKBP1A	full-splice_match	YES	12.4	4.22	24.69
PB.10214.1	Protein_PB.10214.1	SDCBP2	SDCBP2	full-splice_match	YES	11.76	12.3	14.12
PB.10214.4	Protein_PB.10214.4	SDCBP2	SDCBP2	full-splice_match	YES	6.75	4.33	15.36
PB.10217.1	Protein_PB.10217.1	ANGPT4	ANGPT4	full-splice_match	YES	22.92	23.96	38.78
PB.10220.1	Protein_PB.10220.1	SRXN1	SRXN1	full-splice_match	YES	115.69	124.71	73.47
PB.10222.1	Protein_PB.10222.1	CSNK2A1	CSNK2A1	novel_not_in_catalog	YES	10.88	41.23	13.45
PB.10222.3	Protein_PB.10222.3	CSNK2A1	CSNK2A1	novel_in_catalog	YES	130.65	123.3	131.21
PB.10222.4	Protein_PB.10222.4	CSNK2A1	CSNK2A1	full-splice_match	YES	141.75	202.0	148.98
PB.10222.5	Protein_PB.10222.5	CSNK2A1	CSNK2A1	full-splice_match	YES	390.27	330.32	335.7
PB.10222.8	Protein_PB.10222.8	CSNK2A1	CSNK2A1	novel_in_catalog	YES	76.65	93.02	102.3
PB.10224.14	Protein_PB.10224.14	TBC1D20	TBC1D20	novel_in_catalog	YES	11.65	12.65	16.54
PB.10224.18	Protein_PB.10224.18	TBC1D20	TBC1D20	novel_in_catalog	YES	9.67	3.84	14.61
PB.10224.7	Protein_PB.10224.7	TBC1D20	TBC1D20	full-splice_match	YES	90.03	82.71	64.48
PB.10234.4	Protein_PB.10234.4	HM13	HM13	full-splice_match	YES	19.56	21.81	20.7
PB.10234.5	Protein_PB.10234.5	HM13	HM13	incomplete-splice_match	YES	26.5	18.09	30.01
PB.10234.7	Protein_PB.10234.7	HM13	HM13	full-splice_match	YES	21.79	4.25	22.66
PB.10234.8	Protein_PB.10234.8	HM13	HM13	full-splice_match	YES	276.0	316.34	253.97
PB.10235.1	Protein_PB.10235.1	ID1	ID1	full-splice_match	YES	36.06	37.62	37.92
PB.10242.3	Protein_PB.10242.3	CCM2L	CCM2L	incomplete-splice_match	YES	14.76	11.38	10.23
PB.10243.1	Protein_PB.10243.1	HCK	HCK	full-splice_match	YES	38.88	30.55	19.14
PB.10244.1	Protein_PB.10244.1	TM9SF4	TM9SF4	full-splice_match	YES	64.22	49.29	60.76
PB.10244.2	Protein_PB.10244.2	TM9SF4	TM9SF4	novel_not_in_catalog	YES	168.73	228.7	168.65
PB.10244.3	Protein_PB.10244.3	TM9SF4	TM9SF4	novel_not_in_catalog	YES	57.14	46.73	61.9
PB.10244.4	Protein_PB.10244.4	TM9SF4	TM9SF4	novel_not_in_catalog	YES	192.72	177.04	155.55
PB.10244.5	Protein_PB.10244.5	TM9SF4	TM9SF4	novel_not_in_catalog	YES	38.62	25.22	46.52
PB.10244.7	Protein_PB.10244.7	TM9SF4	TM9SF4	novel_not_in_catalog	YES	70.02	11.14	66.19
PB.10245.2	Protein_PB.10245.2	POFUT1	POFUT1	full-splice_match	YES	18.83	8.1	64.58
PB.10245.3	Protein_PB.10245.3	POFUT1	POFUT1	incomplete-splice_match	YES	14.28	18.23	23.05
PB.10245.4	Protein_PB.10245.4	POFUT1	POFUT1	full-splice_match	YES	271.56	223.81	317.97
PB.10246.1	Protein_PB.10246.1	LOC113258476	LOC113258476	full-splice_match	YES	15.66	9.62	12.38
PB.10247.1	Protein_PB.10247.1	KIF3B	KIF3B	full-splice_match	YES	137.58	119.81	159.11
PB.10247.2	Protein_PB.10247.2	KIF3B	KIF3B	full-splice_match	YES	17.71	15.77	22.35
PB.10247.4	Protein_PB.10247.4	KIF3B	KIF3B	novel_not_in_catalog	YES	10.92	13.83	15.42
PB.10248.1	Protein_PB.10248.1	ASXL1	ASXL1	full-splice_match	YES	10.8	30.23	12.17
PB.10248.3	Protein_PB.10248.3	ASXL1	ASXL1	full-splice_match	YES	51.83	53.6	34.6
PB.10248.4	Protein_PB.10248.4	ASXL1	ASXL1	full-splice_match	YES	56.7	60.55	74.45
PB.10248.5	Protein_PB.10248.5	ASXL1	ASXL1	full-splice_match	YES	189.49	96.21	129.27
PB.10248.6	Protein_PB.10248.6	ASXL1	ASXL1	full-splice_match	YES	51.47	35.88	40.58
PB.1025.1	Protein_PB.1025.1	PNPLA8	PNPLA8	full-splice_match	YES	131.9	146.45	123.86
PB.1025.3	Protein_PB.1025.3	PNPLA8	PNPLA8	novel_not_in_catalog	YES	203.09	232.44	161.39
PB.10250.2	Protein_PB.10250.2	DNMT3B	DNMT3B	novel_in_catalog	YES	13.26	18.1	16.03
PB.10250.3	Protein_PB.10250.3	DNMT3B	DNMT3B	novel_in_catalog	YES	61.35	41.09	85.24
PB.10250.5	Protein_PB.10250.5	DNMT3B	DNMT3B	full-splice_match	YES	57.19	60.16	107.14
PB.10251.1	Protein_PB.10251.1	MAPRE1	MAPRE1	full-splice_match	YES	90.86	128.07	175.96
PB.10251.3	Protein_PB.10251.3	MAPRE1	MAPRE1	novel_in_catalog	YES	46.35	63.98	79.73
PB.10251.8	Protein_PB.10251.8	MAPRE1	MAPRE1	full-splice_match	YES	36.02	8.65	34.82
PB.10262.1	Protein_PB.10262.1	LOC113258489	LOC113258489	full-splice_match	YES	44.06	60.05	6.21
PB.10263.2	Protein_PB.10263.2	LOC113258491	LOC113258491	full-splice_match	YES	47.64	58.03	8.18
PB.10264.1	Protein_PB.10264.1	CBFA2T2	CBFA2T2	novel_not_in_catalog	YES	23.78	4.01	30.9
PB.10264.2	Protein_PB.10264.2	CBFA2T2	CBFA2T2	full-splice_match	YES	52.68	70.06	31.06
PB.10264.3	Protein_PB.10264.3	CBFA2T2	CBFA2T2	novel_in_catalog	YES	19.35	5.54	17.6
PB.10264.4	Protein_PB.10264.4	CBFA2T2	CBFA2T2	novel_not_in_catalog	YES	54.65	53.05	59.98
PB.10264.5	Protein_PB.10264.5	CBFA2T2	CBFA2T2	full-splice_match	YES	23.68	24.2	21.98
PB.10264.6	Protein_PB.10264.6	CBFA2T2	CBFA2T2	full-splice_match	YES	22.85	23.76	31.01
PB.10268.3	Protein_PB.10268.3	ZNF341	ZNF341	full-splice_match	YES	19.21	6.61	14.84
PB.10269.1	Protein_PB.10269.1	CHMP4B	CHMP4B	full-splice_match	YES	189.43	168.93	191.45
PB.10272.1	Protein_PB.10272.1	RALY	RALY	full-splice_match	YES	241.27	230.24	189.52
PB.10272.2	Protein_PB.10272.2	RALY	RALY	full-splice_match	YES	136.71	104.81	93.1
PB.10272.3	Protein_PB.10272.3	RALY	RALY	novel_not_in_catalog	YES	19.96	61.15	28.58
PB.10272.4	Protein_PB.10272.4	RALY	RALY	full-splice_match	YES	33.28	30.73	20.82
PB.10273.1		LOC113258509	LOC113258509	full-splice_match	NO	25.93	26.25	35.76
PB.10275.3	Protein_PB.10275.3	ASIP	ASIP	full-splice_match	YES	39.88	35.82	36.67
PB.10277.1	Protein_PB.10277.1	ITCH	ITCH	full-splice_match	YES	803.77	943.98	793.49
PB.10277.2	Protein_PB.10277.2	ITCH	ITCH	incomplete-splice_match	YES	58.73	73.7	71.39
PB.10277.3	Protein_PB.10277.3	ITCH	ITCH	incomplete-splice_match	YES	320.71	290.75	327.08
PB.10278.1	Protein_PB.10278.1	DYNLRB1	DYNLRB1	full-splice_match	YES	35.22	36.85	43.19
PB.10278.2	Protein_PB.10278.2	DYNLRB1	DYNLRB1	incomplete-splice_match	YES	70.42	71.89	111.55
PB.10278.3		DYNLRB1	DYNLRB1	full-splice_match	NO	125.02	119.95	134.73
PB.10279.1	Protein_PB.10279.1	MAP1LC3A	MAP1LC3A	full-splice_match	YES	212.8	209.46	170.89
PB.10281.3	Protein_PB.10281.3	TP53INP2	TP53INP2	full-splice_match	YES	34.7	23.24	14.43
PB.10281.4	Protein_PB.10281.4	TP53INP2	TP53INP2	full-splice_match	YES	14.48	10.46	6.67
PB.10282.1	Protein_PB.10282.1	ACSS2	ACSS2	novel_in_catalog	YES	216.51	84.64	60.42
PB.10282.11	Protein_PB.10282.11	ACSS2	ACSS2	incomplete-splice_match	YES	200.77	111.15	50.19
PB.10282.13	Protein_PB.10282.13	ACSS2	ACSS2	incomplete-splice_match	YES	129.59	55.71	31.77
PB.10282.14	Protein_PB.10282.14	ACSS2	ACSS2	novel_in_catalog	YES	41.97	16.2	19.75
PB.10282.2	Protein_PB.10282.2	ACSS2	ACSS2	full-splice_match	YES	64.7	141.86	46.56
PB.10282.3	Protein_PB.10282.3	ACSS2	ACSS2	full-splice_match	YES	237.93	180.8	50.89
PB.10282.4	Protein_PB.10282.4	LOC113258528	LOC113258528	full-splice_match	YES	31.4	8.69	4.8
PB.10282.5	Protein_PB.10282.5	ACSS2	ACSS2	novel_not_in_catalog	YES	42.51	12.11	3.74
PB.10282.7	Protein_PB.10282.7	ACSS2	ACSS2	novel_in_catalog	YES	80.08	16.15	18.42
PB.10284.1	Protein_PB.10284.1	MYH7B	MYH7B	full-splice_match	YES	53.43	35.07	54.13
PB.10288.10	Protein_PB.10288.10	CEP250	CEP250	full-splice_match	YES	38.62	34.24	39.53
PB.10288.12	Protein_PB.10288.12	CEP250	CEP250	full-splice_match	YES	42.01	34.66	45.11
PB.10288.3	Protein_PB.10288.3	CEP250	CEP250	incomplete-splice_match	YES	20.95	24.09	25.44
PB.10289.1	Protein_PB.10289.1	ERGIC3	ERGIC3	full-splice_match	YES	36.38	36.24	35.07
PB.10289.2	Protein_PB.10289.2	ERGIC3	ERGIC3	full-splice_match	YES	294.06	312.82	279.55
PB.10289.3	Protein_PB.10289.3	ERGIC3	ERGIC3	full-splice_match	YES	66.14	65.78	60.24
PB.10289.4	Protein_PB.10289.4	ERGIC3	ERGIC3	novel_not_in_catalog	YES	31.48	24.4	20.85
PB.10289.6	Protein_PB.10289.6	ERGIC3	ERGIC3	incomplete-splice_match	YES	29.75	29.5	26.4
PB.10289.7	Protein_PB.10289.7	ERGIC3	ERGIC3	novel_in_catalog	YES	23.97	18.17	35.03
PB.1029.10	Protein_PB.1029.10	LAMB1	LAMB1	novel_not_in_catalog	YES	27.23	15.9	31.33
PB.1029.14	Protein_PB.1029.14	LAMB1	LAMB1	novel_in_catalog	YES	8.01	27.87	10.06
PB.1029.19	Protein_PB.1029.19	LAMB1	LAMB1	novel_in_catalog	YES	40.85	17.19	75.38
PB.1029.23	Protein_PB.1029.23	LAMB1	LAMB1	incomplete-splice_match	YES	17.88	12.89	23.67
PB.1029.8	Protein_PB.1029.8	LAMB1	LAMB1	novel_in_catalog	YES	11.37	11.23	16.84
PB.10290.2	Protein_PB.10290.2	SPAG4	SPAG4	full-splice_match	YES	15.17	9.55	3.15
PB.10291.1		ROMO1	ROMO1	full-splice_match	NO	649.18	718.52	557.1
PB.10291.2		ROMO1	ROMO1	incomplete-splice_match	NO	102.78	107.26	79.65
PB.10292.2	Protein_PB.10292.2	PHF20	PHF20	full-splice_match	YES	228.08	221.77	211.11
PB.10292.5	Protein_PB.10292.5	PHF20	PHF20	novel_not_in_catalog	YES	75.05	96.89	90.37
PB.10295.4	Protein_PB.10295.4	CNBD2	CNBD2	novel_in_catalog	YES	40.12	39.93	47.75
PB.10295.6	Protein_PB.10295.6	CNBD2	CNBD2	novel_not_in_catalog	YES	19.62	0.0	17.39
PB.10295.7	Protein_PB.10295.7	CNBD2	CNBD2	novel_in_catalog	YES	27.24	42.32	30.69
PB.10296.3	Protein_PB.10296.3	EPB41L1	EPB41L1	full-splice_match	YES	17.32	21.99	12.6
PB.10296.5	Protein_PB.10296.5	EPB41L1	EPB41L1	full-splice_match	YES	53.86	28.65	31.64
PB.10298.1	Protein_PB.10298.1	AAR2	AAR2	full-splice_match	YES	131.3	129.56	120.46
PB.10299.1	Protein_PB.10299.1	DLGAP4	DLGAP4	novel_not_in_catalog	YES	37.21	26.62	41.11
PB.10299.2	Protein_PB.10299.2	DLGAP4	DLGAP4	full-splice_match	YES	9.98	12.56	16.4
PB.10299.3	Protein_PB.10299.3	DLGAP4	DLGAP4	full-splice_match	YES	16.23	11.07	19.29
PB.103.1	Protein_PB.103.1	URB1	URB1	incomplete-splice_match	YES	61.19	46.5	67.78
PB.103.2	Protein_PB.103.2	URB1	URB1	full-splice_match	YES	154.62	159.08	150.93
PB.10300.1	Protein_PB.10300.1	MYL9	MYL9	full-splice_match	YES	101.12	95.97	116.32
PB.10300.2	Protein_PB.10300.2	MYL9	MYL9	incomplete-splice_match	YES	4.95	6.68	14.69
PB.10300.3	Protein_PB.10300.3	MYL9	MYL9	full-splice_match	YES	67.36	50.49	84.43
PB.10301.1	Protein_PB.10301.1	TGIF2	TGIF2	novel_not_in_catalog	YES	31.89	35.44	16.66
PB.10301.3	Protein_PB.10301.3	TGIF2	TGIF2	full-splice_match	YES	33.48	16.67	12.61
PB.10302.1		RAB5IF	RAB5IF	novel_in_catalog	NO	23.37	32.49	26.3
PB.10302.2	Protein_PB.10302.2	RAB5IF	RAB5IF	full-splice_match	YES	188.24	224.25	229.64
PB.10307.1	Protein_PB.10307.1	RPN2	RPN2	incomplete-splice_match	YES	10.78	14.44	17.7
PB.10307.10	Protein_PB.10307.10	RPN2	RPN2	incomplete-splice_match	YES	151.54	140.71	167.81
PB.10307.3	Protein_PB.10307.3	RPN2	RPN2	full-splice_match	YES	426.96	520.97	508.63
PB.10307.4	Protein_PB.10307.4	RPN2	RPN2	full-splice_match	YES	113.85	114.93	92.45
PB.10307.5	Protein_PB.10307.5	RPN2	RPN2	full-splice_match	YES	223.88	206.79	193.76
PB.10307.6	Protein_PB.10307.6	RPN2	RPN2	novel_not_in_catalog	YES	28.12	39.8	45.74
PB.10307.7	Protein_PB.10307.7	RPN2	RPN2	novel_not_in_catalog	YES	3.02	6.07	21.67
PB.10307.8	Protein_PB.10307.8	RPN2	RPN2	novel_in_catalog	YES	25.3	37.8	53.25
PB.10307.9	Protein_PB.10307.9	RPN2	RPN2	incomplete-splice_match	YES	72.41	51.54	24.41
PB.10308.1	Protein_PB.10308.1	MANBAL	MANBAL	full-splice_match	YES	13.4	7.72	16.53
PB.10308.2	Protein_PB.10308.2	MANBAL	MANBAL	full-splice_match	YES	130.36	139.46	178.19
PB.10308.3	Protein_PB.10308.3	MANBAL	MANBAL	incomplete-splice_match	YES	22.43	22.17	25.99
PB.10308.4		MANBAL	MANBAL	full-splice_match	NO	25.93	30.63	18.28
PB.10309.2	Protein_PB.10309.2	SRC	SRC	full-splice_match	YES	45.69	48.35	56.51
PB.10312.1	Protein_PB.10312.1	CTNNBL1	CTNNBL1	novel_not_in_catalog	YES	20.09	21.61	28.28
PB.10312.2	Protein_PB.10312.2	CTNNBL1	CTNNBL1	novel_not_in_catalog	YES	30.57	35.54	40.1
PB.10312.3	Protein_PB.10312.3	CTNNBL1	CTNNBL1	full-splice_match	YES	25.91	11.58	16.27
PB.10312.4	Protein_PB.10312.4	CTNNBL1	CTNNBL1	novel_not_in_catalog	YES	68.21	65.13	85.32
PB.10312.5	Protein_PB.10312.5	CTNNBL1	CTNNBL1	full-splice_match	YES	21.88	14.62	12.57
PB.10314.1	Protein_PB.10314.1	RPRD1B	RPRD1B	full-splice_match	YES	113.32	93.15	114.05
PB.10314.2	Protein_PB.10314.2	RPRD1B	RPRD1B	novel_not_in_catalog	YES	11.92	19.5	34.9
PB.10314.3	Protein_PB.10314.3	RPRD1B	RPRD1B	novel_not_in_catalog	YES	22.76	38.12	32.4
PB.10314.4	Protein_PB.10314.4	RPRD1B	RPRD1B	novel_in_catalog	YES	8.75	17.0	17.22
PB.10315.1	Protein_PB.10315.1	BPI	BPI	full-splice_match	YES	220.18	150.49	111.63
PB.10316.1	Protein_PB.10316.1	LBP	LBP	novel_in_catalog	YES	90.96	37.44	146.72
PB.10316.2	Protein_PB.10316.2	LBP	LBP	novel_in_catalog	YES	113.86	27.92	91.33
PB.10316.3	Protein_PB.10316.3	LBP	LBP	novel_not_in_catalog	YES	159.53	121.01	305.68
PB.10316.4	Protein_PB.10316.4	LBP	LBP	novel_not_in_catalog	YES	118.39	66.45	99.2
PB.10316.5	Protein_PB.10316.5	LBP	LBP	full-splice_match	YES	1065.34	547.22	2140.48
PB.10318.1	Protein_PB.10318.1	LOC113258595	LOC113258595	novel_not_in_catalog	YES	23.91	20.55	30.72
PB.10319.1	Protein_PB.10319.1	RALGAPB	RALGAPB	full-splice_match	YES	202.64	217.58	215.16
PB.10319.2	Protein_PB.10319.2	RALGAPB	RALGAPB	full-splice_match	YES	394.49	473.75	507.2
PB.10322.1	Protein_PB.10322.1	ACTR5	ACTR5	full-splice_match	YES	88.28	87.19	82.32
PB.10323.1	Protein_PB.10323.1	PPP1R16B	PPP1R16B	full-splice_match	YES	26.95	33.95	21.77
PB.10325.1	Protein_PB.10325.1	DHX35	DHX35	novel_not_in_catalog	YES	45.9	37.72	57.24
PB.10325.2	Protein_PB.10325.2	DHX35	DHX35	full-splice_match	YES	28.25	27.14	42.56
PB.10325.3	Protein_PB.10325.3	DHX35	DHX35	full-splice_match	YES	36.27	45.41	30.68
PB.10328.1	Protein_PB.10328.1	novelGene_1171	novelGene_1171	intergenic	YES	92.22	87.55	84.87
PB.10329.2	Protein_PB.10329.2	TOP1	TOP1	incomplete-splice_match	YES	96.72	73.83	95.74
PB.10329.3	Protein_PB.10329.3	TOP1	TOP1	incomplete-splice_match	YES	180.51	247.54	184.58
PB.10329.4		TOP1	TOP1	incomplete-splice_match	NO	34.5	37.74	42.15
PB.10330.1	Protein_PB.10330.1	PLCG1	PLCG1	full-splice_match	YES	0.0	39.87	16.26
PB.10330.2	Protein_PB.10330.2	PLCG1	PLCG1	full-splice_match	YES	134.03	91.46	94.37
PB.10331.1	Protein_PB.10331.1	LPIN3	LPIN3	full-splice_match	YES	15.19	11.72	9.19
PB.10331.3	Protein_PB.10331.3	LPIN3	LPIN3	novel_in_catalog	YES	22.12	20.58	11.51
PB.10331.4	Protein_PB.10331.4	LPIN3	LPIN3	novel_in_catalog	YES	12.22	7.75	15.7
PB.10331.5	Protein_PB.10331.5	LPIN3	LPIN3	full-splice_match	YES	37.36	35.02	34.0
PB.10336.1	Protein_PB.10336.1	SRSF6	SRSF6	full-splice_match	YES	298.32	298.76	395.87
PB.10336.2	Protein_PB.10336.2	SRSF6	SRSF6	novel_in_catalog	YES	252.74	252.06	320.14
PB.10336.3	Protein_PB.10336.3	SRSF6	SRSF6	novel_not_in_catalog	YES	153.22	151.04	136.88
PB.10336.4	Protein_PB.10336.4	SRSF6	SRSF6	incomplete-splice_match	YES	190.21	248.31	359.16
PB.10337.1	Protein_PB.10337.1	L3MBTL1	L3MBTL1	full-splice_match	YES	10.39	8.15	18.77
PB.10338.1	Protein_PB.10338.1	SGK2	SGK2	full-splice_match	YES	17.73	19.05	26.23
PB.10338.11	Protein_PB.10338.11	SGK2	SGK2	novel_not_in_catalog	YES	9.29	12.61	36.08
PB.10338.13	Protein_PB.10338.13	SGK2	SGK2	novel_not_in_catalog	YES	87.47	49.31	118.38
PB.10338.14	Protein_PB.10338.14	SGK2	SGK2	novel_not_in_catalog	YES	11.29	10.72	24.29
PB.10338.15	Protein_PB.10338.15	SGK2	SGK2	novel_not_in_catalog	YES	29.99	36.59	20.78
PB.10338.16	Protein_PB.10338.16	SGK2	SGK2	novel_in_catalog	YES	19.79	15.01	20.68
