#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	3 T1 MeanExpLevel	3 T2 MeanExpLevel	3 T3 MeanExpLevel
ATP6V1B2	ATP6V1B2	Not DIU	0.92547	NO		339.87	341.44	342.67
ATP6V1C1	ATP6V1C1	Not DIU	0.79625	YES	3	266.23	267.99	217.13
ATP7A	ATP7A	Not DIU	0.63198	NO		124.33	102.59	111.75
ATP8B2	ATP8B2	Not DIU	0.98785	NO		126.7	62.41	87.4
ATP9A	ATP9A	Not DIU	0.21702	NO		473.7	416.43	524.84
ATR	ATR	Not DIU	0.39377	NO		77.88	82.51	86.55
ATRN	ATRN	Not DIU	0.26472	YES	2	235.02	241.16	306.94
ATRX	ATRX	Not DIU	0.49272	NO		692.19	617.71	770.54
ATXN1	ATXN1	Not DIU	0.79051	NO		665.63	640.28	693.02
ATXN10	ATXN10	Not DIU	0.59368	NO		352.79	336.93	350.57
ATXN1L	ATXN1L	Not DIU	0.93194	NO		276.17	265.55	351.0
ATXN2	ATXN2	DIU	0.043952	YES	1	106.78	86.39	76.03
ATXN3	ATXN3	Not DIU	0.63884	YES	1	84.97	78.0	87.09
ATXN7L3	ATXN7L3	Not DIU	0.058598	NO		126.05	125.21	144.98
AUP1	AUP1	DIU	0.0020523	NO		207.98	241.54	254.82
AURKAIP1	AURKAIP1	Not DIU	0.61235	NO		325.8	323.13	186.64
AVPI1	AVPI1	Not DIU	0.92515	NO		298.94	286.22	222.6
AXIN1	AXIN1	Not DIU	0.33859	YES	3	350.64	365.23	276.12
AXL	AXL	Not DIU	0.62128	YES	3	354.41	177.75	284.23
AZIN1	AZIN1	Not DIU	0.082671	NO		376.32	377.24	439.11
B2M	B2M	Not DIU	0.99539	NO		2652.48	2207.09	3739.27
B3GALNT1	B3GALNT1	Not DIU	0.55348	YES	1	92.76	83.3	78.0
B3GALT1	B3GALT1	Not DIU	0.18453	NO		98.84	165.02	140.98
B3GNT9	B3GNT9	DIU	0.0062953	NO		42.36	14.44	24.69
B3GNTL1	B3GNTL1	Not DIU	0.47698	YES	1,3	74.21	55.25	98.12
B4GALNT3	B4GALNT3	Not DIU	0.87875	NO		55.69	76.0	98.89
B4GALT1	B4GALT1	Not DIU	0.82725	NO		168.68	143.71	158.29
B4GALT7	B4GALT7	DIU	0.0024686	YES	2	47.44	56.67	60.28
BABAM1	BABAM1	DIU	0.0047038	YES	3	826.97	832.72	608.97
BABAM2	BABAM2	Not DIU	0.97015	NO		208.47	238.91	179.28
BACH1	BACH1	Not DIU	0.15277	YES	2,3	409.36	385.54	416.32
BAG3	BAG3	Not DIU	0.99945	YES	3	736.76	829.61	740.06
BAG4	BAG4	Not DIU	0.78265	YES	2	39.68	43.61	58.46
BAG5	BAG5	Not DIU	0.77535	NO		209.63	215.82	262.28
BAG6	BAG6	DIU	1.131E-5	YES	2,3	1326.76	1511.32	1416.4
BAIAP2L1	BAIAP2L1	Not DIU	0.22663	YES	2	54.93	38.82	62.33
BAK1	BAK1	Not DIU	0.27918	NO		144.26	130.29	189.88
BAZ1A	BAZ1A	Not DIU	0.29676	NO		410.65	468.86	373.84
BAZ1B	BAZ1B	Not DIU	0.4801	NO		645.89	636.21	542.34
BAZ2A	BAZ2A	Not DIU	0.73248	YES	2	98.42	28.73	63.38
BAZ2B	BAZ2B	Not DIU	0.082164	YES	1	275.39	264.29	223.9
BBIP1	BBIP1	Not DIU	0.75204	NO		107.44	114.06	66.72
BBS4	BBS4	DIU	0.014318	NO		179.17	183.4	202.53
BBX	BBX	Not DIU	0.61767	NO		235.07	251.88	286.17
BCAP29	BCAP29	Not DIU	0.65389	NO		119.45	113.79	127.4
BCAR1	BCAR1	Not DIU	0.89188	YES	1,2	76.81	41.74	46.05
BCAR3	BCAR3	Not DIU	0.68265	NO		61.15	87.63	58.6
BCAS3	BCAS3	DIU	4.3121E-4	YES	3	155.04	192.77	186.42
BCAT2	BCAT2	Not DIU	0.9349	NO		224.53	335.98	138.98
BCCIP	BCCIP	Not DIU	0.90371	NO		438.13	456.93	413.61
BCDIN3D	BCDIN3D	Not DIU	0.57729	NO		64.72	67.14	82.3
BCKDHB	BCKDHB	Not DIU	0.070037	NO		287.52	362.51	120.93
BCL2L1	BCL2L1	Not DIU	0.073399	YES	2	65.54	69.48	49.88
BCL2L11	BCL2L11	Not DIU	0.11575	YES	2	35.18	40.16	44.04
BCL2L13	BCL2L13	DIU	0.012759	NO		1473.17	1601.42	1643.6
BCL6	BCL6	Not DIU	0.88576	NO		277.41	315.67	548.84
BCL6B	BCL6B	Not DIU	0.47999	YES	2	51.46	31.56	61.61
BCLAF1	BCLAF1	Not DIU	0.18722	NO		1355.88	1330.88	1607.8
BCOR	BCOR	Not DIU	0.81768	YES	2	81.75	79.41	155.78
BDH1	BDH1	Not DIU	0.7625	NO		39.27	190.16	15.41
BECN1	BECN1	DIU	0.0062953	NO		328.44	369.73	267.32
BET1L	BET1L	Not DIU	0.17247	NO		347.31	314.34	339.36
BFAR	BFAR	DIU	0.026781	YES	1	300.52	316.71	367.54
BHLHB9	BHLHB9	Not DIU	0.58557	YES	3	170.3	183.94	181.35
BICC1	BICC1	Not DIU	0.3059	NO		108.78	106.31	117.53
BICD2	BICD2	Not DIU	0.37767	YES	3	526.28	521.46	523.31
BICRAL	BICRAL	Not DIU	0.26397	YES	1	39.68	28.06	59.09
BIN1	BIN1	Not DIU	0.093151	NO		8017.84	7771.36	7305.72
BIRC2	BIRC2	Not DIU	0.99531	NO		456.2	458.57	454.52
BIRC6	BIRC6	Not DIU	0.3506	YES	1	1459.63	1516.95	1686.8
BLCAP	BLCAP	Not DIU	0.30706	NO		1049.91	1027.73	1600.17
BLOC1S2	BLOC1S2	Not DIU	0.62561	YES	3	38.08	35.93	42.59
BLOC1S5	BLOC1S5	Not DIU	0.83922	YES	1	36.07	32.02	25.71
BLOC1S6	BLOC1S6	Not DIU	0.95482	NO		233.31	353.77	253.02
BMI1	BMI1	Not DIU	0.56937	NO		256.08	237.11	232.06
BMP2K	BMP2K	Not DIU	0.95942	NO		210.47	176.89	274.7
BMP5	BMP5	Not DIU	0.95867	NO		123.77	113.85	97.48
BMPR1A	BMPR1A	Not DIU	0.2672	NO		554.57	515.53	500.23
BMPR1B	BMPR1B	Not DIU	0.4801	NO		82.96	61.37	110.99
BMPR2	BMPR2	Not DIU	0.6191	NO		628.87	610.53	687.31
BMS1	BMS1	Not DIU	0.74126	NO		392.72	414.81	333.08
BNC2	BNC2	Not DIU	0.21438	YES	2	75.17	31.9	99.59
BNIP1	BNIP1	Not DIU	0.25537	NO		120.73	117.61	114.7
BNIP2	BNIP2	Not DIU	0.40033	NO		1806.84	1896.12	1883.17
BNIP3	BNIP3	Not DIU	0.93212	NO		1168.14	1478.17	1891.54
BOC	BOC	Not DIU	0.12209	NO		219.95	200.19	304.75
BORCS5	BORCS5	Not DIU	0.4587	YES	2	52.95	55.41	55.91
BORCS8	BORCS8	DIU	0.044487	NO		37.01	42.88	22.54
BPGM	BPGM	Not DIU	0.98327	NO		94.9	83.93	83.46
BPNT1	BPNT1	Not DIU	0.54796	NO		49.94	54.55	45.73
BPTF	BPTF	Not DIU	0.48323	NO		255.74	258.77	326.29
BRAF	BRAF	Not DIU	0.63625	NO		89.71	64.05	100.33
BRCC3	BRCC3	Not DIU	0.22951	YES	2	137.66	143.65	153.57
BRD1	BRD1	Not DIU	0.27579	NO		118.83	110.56	118.86
BRD2	BRD2	Not DIU	0.92475	NO		615.65	522.24	705.99
BRD3	BRD3	Not DIU	0.675	NO		263.95	239.48	258.21
BRD4	BRD4	Not DIU	0.16474	NO		166.26	155.4	151.29
BRD8	BRD8	Not DIU	0.18828	NO		162.73	183.45	173.11
BRD9	BRD9	Not DIU	0.54193	NO		418.37	509.23	514.9
BRIX1	BRIX1	Not DIU	0.94521	NO		87.59	89.84	101.12
BRMS1L	BRMS1L	Not DIU	0.64027	NO		161.06	184.29	193.03
BROX	BROX	Not DIU	0.71718	NO		447.34	516.93	514.43
BRPF1	BRPF1	Not DIU	0.94407	NO		54.54	26.47	46.54
BRWD1	BRWD1	Not DIU	0.05411	NO		642.31	670.09	790.24
BSCL2	BSCL2	DIU	0.02235	YES	3	80.19	100.25	74.05
BSDC1	BSDC1	Not DIU	0.6233	NO		318.23	343.26	356.51
BTAF1	BTAF1	Not DIU	0.92515	NO		220.2	221.1	183.1
BTBD1	BTBD1	DIU	0.0015785	NO		5167.05	6147.85	5299.28
BTBD9	BTBD9	Not DIU	0.059728	NO		124.53	131.07	151.34
BTD	BTD	Not DIU	0.702	YES	1	60.94	55.18	56.06
BTF3	BTF3	Not DIU	0.9951	NO		2041.13	2175.07	2525.55
BTNL9	BTNL9	Not DIU	0.31217	NO		117.25	70.3	39.77
BTRC	BTRC	Not DIU	0.94407	NO		409.29	519.82	428.23
BUB3	BUB3	DIU	0.011172	NO		303.4	313.85	301.77
BVES	BVES	Not DIU	0.7903	NO		542.46	616.58	521.11
BZW1	BZW1	Not DIU	0.81388	NO		824.89	837.5	881.8
BZW2	BZW2	Not DIU	0.76842	NO		2340.48	3229.0	3121.5
C1D	C1D	Not DIU	0.34617	NO		119.89	142.84	114.82
C1GALT1C1	C1GALT1C1	Not DIU	0.21945	YES	2	60.87	51.91	73.02
C1QA	C1QA	Not DIU	0.99768	YES	2	102.33	82.33	88.32
C1QTNF3	C1QTNF3	Not DIU	0.95737	YES	2	97.04	42.66	54.47
C1R	C1R	Not DIU	0.70618	YES	3	268.26	168.43	196.55
C1S	C1S	Not DIU	0.29371	NO		364.02	161.73	154.35
C2CD2L	C2CD2L	Not DIU	0.14415	NO		57.99	54.16	55.59
C2CD3	C2CD3	Not DIU	0.73916	YES	3	134.27	161.71	138.21
C2CD5	C2CD5	DIU	0.023379	NO		66.3	88.24	108.5
CA3	CA3	Not DIU	0.99768	NO		97203.09	141800.22	70268.86
CAB39L	CAB39L	Not DIU	0.85997	NO		35.22	36.47	40.48
CABIN1	CABIN1	Not DIU	0.32847	NO		88.88	109.11	83.77
CACHD1	CACHD1	DIU	0.011361	YES	1	38.51	32.73	30.62
CACNA1S	CACNA1S	Not DIU	0.297	NO		21118.22	19977.42	19624.88
CACNA2D1	CACNA2D1	Not DIU	0.9129	NO		2489.64	2266.71	2024.25
CACNA2D3	CACNA2D3	Not DIU	0.055757	NO		416.04	606.06	753.42
CACNB1	CACNB1	DIU	3.4993E-16	NO		1916.07	1743.54	2259.05
CACTIN	CACTIN	Not DIU	0.06686	YES	3	63.42	62.98	74.81
CACYBP	CACYBP	Not DIU	0.70774	NO		340.36	326.2	287.57
CADM1	CADM1	DIU	0.04957	NO		73.77	80.34	98.63
CAGE1	CAGE1	Not DIU	0.18618	YES	2,3	42.28	53.19	40.41
CALCRL	CALCRL	Not DIU	0.90371	NO		223.27	121.89	94.58
CALD1	CALD1	Not DIU	0.64234	YES	2,3	492.38	316.73	360.91
CALM1	CALM1	Not DIU	0.22918	NO		2574.8	2229.96	2617.57
CALU	CALU	Not DIU	0.61455	NO		1057.97	1153.98	1184.97
CAMK2A	CAMK2A	Not DIU	0.33174	YES	3	2288.99	2247.43	2200.01
CAMK2B	CAMK2B	Not DIU	0.21414	YES	1	504.2	607.17	399.08
CAMK2G	CAMK2G	Not DIU	0.53913	NO		2441.73	2556.36	2496.07
CAMKK2	CAMKK2	Not DIU	0.96517	NO		81.67	46.49	54.68
CAMSAP1	CAMSAP1	Not DIU	0.93901	YES	1	1216.61	1320.78	1523.69
CAMSAP2	CAMSAP2	Not DIU	0.24646	NO		284.28	217.44	235.02
CAMTA2	CAMTA2	Not DIU	0.25691	NO		326.27	336.74	285.67
CAND1	CAND1	Not DIU	0.3918	NO		253.69	225.33	249.71
CANX	CANX	Not DIU	0.99945	NO		2416.23	2838.02	2584.08
CAP1	CAP1	DIU	3.7598E-4	YES	2	282.49	185.32	279.12
CAP2	CAP2	Not DIU	0.98048	NO		3790.98	3905.4	2809.89
CAPG	CAPG	Not DIU	0.62449	NO		61.77	38.48	67.03
CAPN1	CAPN1	Not DIU	0.99347	NO		602.36	543.32	490.55
CAPN7	CAPN7	Not DIU	0.47106	YES	2	334.33	298.12	258.67
CAPNS1	CAPNS1	Not DIU	0.15536	NO		710.73	782.25	744.79
CAPZA1	CAPZA1	Not DIU	0.98785	NO		243.0	218.33	233.97
CAPZA2	CAPZA2	Not DIU	0.91935	NO		1675.76	1678.27	1546.68
CAPZB	CAPZB	Not DIU	0.33941	NO		688.01	698.61	610.52
CARD10	CARD10	Not DIU	0.9788	NO		64.96	46.9	49.16
CARD19	CARD19	DIU	0.0017537	YES	1,2	95.1	80.77	87.44
CARF	CARF	Not DIU	0.22458	YES	3	64.85	49.38	72.25
CARM1	CARM1	Not DIU	0.63198	NO		549.83	488.34	451.34
CARNS1	CARNS1	Not DIU	0.98327	NO		512.17	439.75	298.69
CARS	CARS	Not DIU	0.41122	NO		322.14	277.46	246.87
CASD1	CASD1	Not DIU	0.57111	NO		138.91	140.79	187.32
CASP10	CASP10	Not DIU	0.41107	NO		69.66	51.25	50.7
CASP8	CASP8	Not DIU	0.17967	YES	1	41.96	32.8	38.51
CASP8AP2	CASP8AP2	Not DIU	0.33232	YES	1	193.95	159.13	177.63
CASQ1	CASQ1	Not DIU	0.99441	NO		18288.47	16972.68	16603.52
CAST	CAST	Not DIU	0.94522	NO		1805.45	1979.3	2212.71
CAT	CAT	DIU	0.0042942	NO		1577.79	2269.5	2666.11
CATSPER3	CATSPER3	Not DIU	0.99646	NO		61.76	55.28	60.61
CAV1	CAV1	Not DIU	0.41094	NO		1629.8	1163.34	1101.14
CAVIN1	CAVIN1	Not DIU	0.79578	NO		2873.36	2183.25	2545.99
CBFA2T2	CBFA2T2	Not DIU	0.32577	NO		153.74	161.17	188.91
CBFA2T3	CBFA2T3	DIU	1.3336E-4	NO		47.59	38.56	72.03
CBFB	CBFB	Not DIU	0.99702	YES	2,3	181.41	204.6	167.27
CBL	CBL	Not DIU	0.069117	NO		158.51	134.2	178.84
CBLL1	CBLL1	Not DIU	0.79041	NO		96.84	123.95	133.74
CBX5	CBX5	Not DIU	0.56318	NO		514.57	455.74	673.55
CC2D1A	CC2D1A	DIU	0.0037244	NO		100.03	92.53	102.99
CC2D1B	CC2D1B	Not DIU	0.81251	NO		812.81	781.83	952.73
CCAR1	CCAR1	Not DIU	0.91201	NO		174.38	166.08	180.2
CCDC117	CCDC117	Not DIU	0.33174	NO		316.78	316.25	233.31
CCDC12	CCDC12	Not DIU	0.45158	NO		217.76	228.24	280.75
CCDC138	CCDC138	Not DIU	0.45173	NO		107.55	113.58	130.71
CCDC141	CCDC141	Not DIU	0.471	NO		80.31	88.11	185.68
CCDC163	CCDC163	Not DIU	0.26464	NO		80.85	95.45	52.77
CCDC186	CCDC186	Not DIU	0.65613	NO		229.33	234.54	274.93
CCDC47	CCDC47	Not DIU	0.73383	NO		641.9	650.26	635.2
CCDC51	CCDC51	DIU	3.2402E-10	YES	1,3	137.76	158.43	99.74
CCDC62	CCDC62	Not DIU	0.093637	YES	1	144.92	151.51	144.58
CCDC66	CCDC66	Not DIU	0.98063	NO		158.19	163.63	147.16
CCDC69	CCDC69	Not DIU	0.35702	NO		126.28	117.3	146.18
CCDC77	CCDC77	Not DIU	0.49272	YES	1,2	38.35	33.1	33.44
CCDC80	CCDC80	Not DIU	0.76842	NO		701.25	293.56	417.34
CCDC84	CCDC84	Not DIU	0.77676	NO		45.52	53.21	59.22
CCDC85A	CCDC85A	Not DIU	0.148	NO		106.52	83.03	120.78
CCDC88A	CCDC88A	Not DIU	0.89712	NO		151.83	135.54	159.3
CCDC90B	CCDC90B	Not DIU	0.41304	NO		359.64	362.97	381.15
CCDC91	CCDC91	Not DIU	0.82437	NO		112.57	94.73	78.06
CCDC93	CCDC93	Not DIU	0.31525	NO		652.32	753.33	635.58
CCDC97	CCDC97	Not DIU	0.90601	NO		42.06	34.66	47.38
CCM2	CCM2	Not DIU	0.41304	NO		161.24	167.09	139.52
CCNC	CCNC	Not DIU	0.77001	NO		77.61	76.08	63.65
CCNH	CCNH	DIU	0.0064255	YES	3	111.61	114.43	88.23
CCNI	CCNI	Not DIU	0.81341	NO		1614.34	1564.7	1949.27
CCNL1	CCNL1	Not DIU	0.61273	NO		66.33	53.3	103.83
CCNL2	CCNL2	Not DIU	0.20067	NO		94.47	79.28	86.26
CCNQ	CCNQ	Not DIU	0.48871	NO		78.96	84.35	89.06
CCNT2	CCNT2	Not DIU	0.79905	NO		95.45	94.46	79.63
CCNY	CCNY	Not DIU	0.52468	NO		175.55	166.23	172.77
CCP110	CCP110	Not DIU	0.66727	YES	3	62.8	68.33	36.36
CCPG1	CCPG1	Not DIU	0.16597	NO		819.48	1063.9	837.17
CCSER2	CCSER2	Not DIU	0.92699	NO		461.61	551.78	530.92
CCT4	CCT4	Not DIU	0.18916	YES	2	1381.59	1492.1	1411.78
CCT5	CCT5	Not DIU	0.98785	NO		825.33	854.28	765.58
CCT8	CCT8	Not DIU	0.49058	NO		933.29	1044.33	1006.39
CD163	CD163	Not DIU	0.90472	NO		78.85	53.0	51.39
CD2BP2	CD2BP2	Not DIU	0.77474	NO		387.12	392.25	425.43
CD300LG	CD300LG	Not DIU	0.89273	YES	2,3	46.6	28.3	11.46
CD34	CD34	Not DIU	0.12092	NO		598.44	354.42	385.4
CD36	CD36	Not DIU	0.30706	NO		3253.21	4910.52	3748.61
CD44	CD44	Not DIU	0.85997	NO		231.62	98.92	172.17
CD47	CD47	Not DIU	0.38788	NO		217.65	178.57	198.36
CD58	CD58	Not DIU	0.64234	NO		62.33	43.6	57.63
CD83	CD83	Not DIU	0.951	NO		121.45	163.16	102.17
CD99L2	CD99L2	Not DIU	0.13112	YES	2,3	512.69	581.79	553.74
CDADC1	CDADC1	DIU	0.0068941	NO		69.62	75.41	56.31
CDAN1	CDAN1	Not DIU	0.22651	YES	3	69.26	45.41	55.67
CDC14B	CDC14B	Not DIU	0.7545	NO		40.15	36.21	55.08
CDC23	CDC23	Not DIU	0.78019	NO		290.5	332.02	226.43
CDC27	CDC27	Not DIU	0.32931	YES	1	562.83	654.2	601.05
CDC42BPA	CDC42BPA	Not DIU	0.056061	YES	1,2	566.01	469.27	483.33
CDC42BPB	CDC42BPB	Not DIU	0.062256	NO		245.34	179.8	211.89
CDC42EP3	CDC42EP3	Not DIU	0.38091	YES	3	181.87	168.84	137.24
CDC42EP4	CDC42EP4	Not DIU	0.17056	NO		49.46	43.75	52.85
CDC42SE2	CDC42SE2	Not DIU	0.16364	YES	3	30.8	41.84	56.28
CDC5L	CDC5L	Not DIU	0.95482	NO		447.36	488.02	468.54
CDC73	CDC73	Not DIU	0.62922	NO		143.41	130.5	258.38
CDH15	CDH15	Not DIU	0.87679	NO		190.84	167.56	221.42
CDH5	CDH5	Not DIU	0.86398	NO		428.95	276.59	247.21
CDIPT	CDIPT	Not DIU	0.67999	NO		232.08	214.92	191.74
CDK10	CDK10	Not DIU	0.29946	NO		150.73	142.84	105.31
CDK12	CDK12	Not DIU	0.50614	NO		145.51	147.2	199.45
CDK13	CDK13	Not DIU	0.78132	NO		280.35	265.41	264.9
CDK17	CDK17	Not DIU	0.58093	NO		105.45	97.19	104.58
CDK19	CDK19	Not DIU	0.50604	YES	1	76.39	82.55	95.2
CDK20	CDK20	Not DIU	0.23286	NO		84.55	82.93	87.13
CDK2AP2	CDK2AP2	Not DIU	0.90267	NO		99.16	133.57	63.8
CDK5RAP2	CDK5RAP2	DIU	0.010012	YES	3	186.62	181.77	168.71
CDK7	CDK7	Not DIU	0.82704	NO		43.91	49.62	51.64
CDK8	CDK8	Not DIU	0.75675	YES	3	69.1	62.43	59.96
CDKAL1	CDKAL1	DIU	0.0034147	YES	3	112.34	109.27	89.35
CDKN2AIP	CDKN2AIP	Not DIU	0.47698	NO		77.47	60.15	89.15
CDKN2AIPNL	CDKN2AIPNL	Not DIU	0.54921	NO		92.05	98.09	131.51
CDNF	CDNF	Not DIU	0.10439	NO		396.68	493.12	309.54
CDPF1	CDPF1	Not DIU	0.66893	NO		76.41	84.81	102.2
CDS2	CDS2	Not DIU	0.98785	NO		459.94	415.83	552.52
CEBPZ	CEBPZ	Not DIU	0.3918	NO		538.53	554.57	550.83
CELF1	CELF1	DIU	0.0054852	NO		588.83	617.34	589.57
CELF2	CELF2	Not DIU	0.80771	YES	2	154.49	147.02	201.61
CEMIP2	CEMIP2	Not DIU	0.41669	NO		755.43	545.74	504.02
CENPC	CENPC	Not DIU	0.15826	NO		156.88	187.96	165.69
CENPJ	CENPJ	Not DIU	0.91395	NO		51.59	53.78	43.83
CEP104	CEP104	Not DIU	0.14505	YES	3	69.43	60.66	56.83
CEP120	CEP120	Not DIU	0.9221	NO		115.58	132.24	72.65
CEP170	CEP170	Not DIU	0.90371	NO		157.35	153.55	138.8
CEP250	CEP250	Not DIU	0.90479	YES	1	65.16	57.94	66.35
CEP290	CEP290	Not DIU	0.85826	NO		92.51	79.59	97.07
CEP295	CEP295	Not DIU	0.79578	NO		441.12	501.95	502.25
CEP350	CEP350	Not DIU	0.76842	NO		1782.65	1953.72	1753.97
CEP63	CEP63	Not DIU	0.5089	YES	1,2,3	60.38	57.48	76.8
CEP68	CEP68	DIU	0.047539	NO		469.89	461.44	487.31
CEP70	CEP70	Not DIU	0.94367	NO		31.55	51.01	50.11
CEP78	CEP78	Not DIU	0.1634	NO		294.41	436.56	392.76
CEP83	CEP83	DIU	0.0033915	YES	2,3	249.24	210.69	151.0
CEP85	CEP85	Not DIU	0.8623	NO		1073.26	981.53	780.79
CEP85L	CEP85L	Not DIU	0.66704	NO		447.82	290.42	584.46
CEP95	CEP95	DIU	0.003131	NO		233.27	244.0	261.4
CEP97	CEP97	Not DIU	0.11842	YES	1,2	177.9	198.35	198.63
CERS2	CERS2	Not DIU	0.99962	NO		104.76	99.82	128.45
CES1	CES1	Not DIU	0.69983	NO		2123.33	2385.37	1516.78
CES2	CES2	DIU	2.8571E-5	YES	2	29.63	27.17	17.78
CETN2	CETN2	Not DIU	0.50571	NO		203.56	242.98	212.44
CFAP97	CFAP97	Not DIU	0.91482	NO		87.29	96.43	105.26
CFDP1	CFDP1	Not DIU	0.99945	NO		208.61	211.44	232.71
CFH	CFH	Not DIU	0.73178	YES	2,3	423.1	306.88	265.61
CFL2	CFL2	DIU	0.03518	YES	1	6805.45	9211.82	6511.14
CFLAR	CFLAR	Not DIU	0.44895	NO		95.27	76.23	80.43
CGGBP1	CGGBP1	Not DIU	0.56318	NO		438.22	397.14	369.56
CGNL1	CGNL1	DIU	0.010067	YES	3	125.63	79.15	84.15
CGRRF1	CGRRF1	Not DIU	0.40845	NO		76.32	81.26	68.76
CHCHD10	CHCHD10	Not DIU	0.99945	NO		3414.83	3900.67	3168.91
CHCHD3	CHCHD3	Not DIU	0.87084	NO		2471.56	2533.4	1881.66
CHCHD7	CHCHD7	Not DIU	0.085309	NO		62.95	65.49	62.54
CHD1	CHD1	Not DIU	0.88912	NO		351.9	318.7	419.76
CHD1L	CHD1L	Not DIU	0.22458	NO		149.26	179.32	134.25
CHD2	CHD2	Not DIU	0.58184	NO		507.82	444.31	488.51
CHD3	CHD3	Not DIU	0.82975	NO		202.8	114.35	130.09
CHD4	CHD4	Not DIU	0.055757	NO		896.72	826.81	1022.05
CHD6	CHD6	Not DIU	0.97727	NO		205.2	152.93	198.97
CHD7	CHD7	Not DIU	0.14505	YES	1,3	209.25	194.37	202.06
CHD8	CHD8	Not DIU	0.76838	NO		506.08	417.98	552.92
CHD9	CHD9	DIU	0.0096782	NO		421.53	396.33	557.9
CHDH	CHDH	Not DIU	0.51987	YES	1	371.92	275.76	222.91
CHFR	CHFR	Not DIU	0.38531	NO		160.14	161.89	132.28
CHKB	CHKB	Not DIU	0.38507	YES	1	36.05	47.0	92.03
CHM	CHM	Not DIU	0.33025	NO		159.12	158.75	162.35
CHMP1B	CHMP1B	Not DIU	0.64264	NO		290.91	314.33	308.84
CHMP2A	CHMP2A	DIU	1.0362E-4	NO		456.5	475.16	471.17
CHMP6	CHMP6	Not DIU	0.52329	YES	2	298.33	284.38	285.05
CHP1	CHP1	Not DIU	0.75227	NO		224.04	225.97	168.89
CHRAC1	CHRAC1	Not DIU	0.1767	NO		133.52	119.08	167.56
CHRNA1	CHRNA1	Not DIU	0.64309	NO		62.45	76.35	77.82
CHRNB1	CHRNB1	Not DIU	0.61944	NO		396.82	439.0	349.08
CHST10	CHST10	Not DIU	0.97727	NO		580.85	547.25	566.15
CHTF8	CHTF8	Not DIU	0.84945	YES	2	70.21	81.31	98.65
CHTOP	CHTOP	Not DIU	0.081609	NO		1422.74	1482.88	1423.65
CHUK	CHUK	Not DIU	0.675	NO		232.98	236.28	207.56
CIAO1	CIAO1	Not DIU	0.083348	YES	2,3	363.8	370.64	326.23
CIAPIN1	CIAPIN1	DIU	0.0021114	NO		346.18	410.36	267.9
CIB2	CIB2	Not DIU	0.51687	NO		355.48	312.42	345.19
CILP	CILP	Not DIU	0.98291	NO		1436.72	578.58	947.27
CINP	CINP	Not DIU	0.16128	NO		93.98	95.13	70.42
CIPC	CIPC	Not DIU	0.35197	NO		679.78	740.87	773.23
CIRBP	CIRBP	Not DIU	0.81519	NO		640.04	763.73	1122.92
CISD1	CISD1	Not DIU	0.70646	NO		845.25	989.08	622.2
CIZ1	CIZ1	Not DIU	0.81688	NO		107.42	99.0	133.23
CKMT2	CKMT2	Not DIU	0.64148	NO		21298.97	25539.14	9024.62
CLASP1	CLASP1	Not DIU	0.19098	NO		725.32	707.65	881.95
CLASP2	CLASP2	Not DIU	0.30461	YES	1	687.3	642.57	721.74
CLCC1	CLCC1	Not DIU	0.26656	YES	1,3	131.95	127.46	126.38
CLCN1	CLCN1	Not DIU	0.9051	NO		292.53	255.32	248.31
CLCN4	CLCN4	Not DIU	0.40932	YES	1	395.0	426.87	421.89
CLCN7	CLCN7	Not DIU	0.19412	YES	1	95.31	92.72	62.75
CLEC16A	CLEC16A	Not DIU	0.23832	NO		188.68	172.18	193.8
CLIC4	CLIC4	Not DIU	0.63111	NO		798.02	513.82	614.75
CLIC5	CLIC5	Not DIU	0.9788	NO		4247.39	4491.41	3739.7
CLINT1	CLINT1	Not DIU	0.56826	YES	2	507.19	506.24	528.89
CLIP1	CLIP1	DIU	3.8064E-4	NO		6234.92	7079.84	6572.26
CLIP4	CLIP4	Not DIU	0.93085	NO		467.68	552.93	247.49
CLK1	CLK1	Not DIU	0.99441	NO		284.81	235.44	309.39
CLK2	CLK2	Not DIU	0.74901	NO		64.62	63.64	84.58
CLK3	CLK3	Not DIU	0.68471	NO		107.76	102.44	113.26
CLK4	CLK4	Not DIU	0.86629	NO		102.63	94.56	95.52
CLNS1A	CLNS1A	Not DIU	0.62391	NO		411.39	493.46	462.17
CLOCK	CLOCK	Not DIU	0.99945	NO		84.29	109.5	131.71
CLPB	CLPB	Not DIU	0.92981	NO		278.9	322.56	287.11
CLPTM1L	CLPTM1L	Not DIU	0.4801	NO		178.68	190.06	202.19
CLPX	CLPX	Not DIU	0.80293	YES	1	1210.78	1582.47	1127.81
CLSTN1	CLSTN1	Not DIU	0.30461	YES	1	553.98	470.72	487.65
CLTC	CLTC	Not DIU	0.75663	NO		1110.02	1055.24	958.6
CLU	CLU	Not DIU	0.99531	NO		981.15	147.22	488.5
CLUAP1_NAA60	CLUAP1_NAA60	DIU	2.7464E-5	YES	2	31.33	27.59	17.81
CLUH	CLUH	Not DIU	0.99945	NO		1535.48	1593.73	1288.08
CLYBL	CLYBL	Not DIU	0.80415	NO		404.62	428.35	234.92
CMBL	CMBL	Not DIU	0.67478	NO		2220.03	1956.86	2375.43
